example_id,model,method,warning_type,details
220,BanglaBERT,IG,token_count_mismatch,"tokens=14, attributions=0"
220,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=14"
221,BanglaBERT,IG,token_count_mismatch,"tokens=11, attributions=0"
222,BanglaBERT,IG,token_count_mismatch,"tokens=7, attributions=0"
223,BanglaBERT,IG,token_count_mismatch,"tokens=23, attributions=0"
224,BanglaBERT,IG,token_count_mismatch,"tokens=5, attributions=0"
224,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=5"
225,BanglaBERT,IG,token_count_mismatch,"tokens=7, attributions=0"
226,BanglaBERT,IG,token_count_mismatch,"tokens=9, attributions=0"
226,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=9"
227,BanglaBERT,IG,token_count_mismatch,"tokens=8, attributions=0"
228,BanglaBERT,IG,token_count_mismatch,"tokens=5, attributions=0"
229,BanglaBERT,IG,token_count_mismatch,"tokens=11, attributions=0"
229,BanglaBERT,IG,word_reconstruction_fail,"overlap=0.29, original_words=7, reconstructed=5"
229,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=11"
230,BanglaBERT,IG,token_count_mismatch,"tokens=33, attributions=0"
231,BanglaBERT,IG,token_count_mismatch,"tokens=6, attributions=0"
232,BanglaBERT,IG,token_count_mismatch,"tokens=22, attributions=0"
232,BanglaBERT,IG,word_reconstruction_fail,"overlap=0.33, original_words=9, reconstructed=13"
232,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=22"
233,BanglaBERT,IG,token_count_mismatch,"tokens=13, attributions=0"
233,BanglaBERT,IG,word_reconstruction_fail,"overlap=0.44, original_words=9, reconstructed=6"
233,BanglaBERT,IG,unk_token,"unk_count=3, total_tokens=13"
234,BanglaBERT,IG,token_count_mismatch,"tokens=25, attributions=0"
234,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=25"
235,BanglaBERT,IG,token_count_mismatch,"tokens=29, attributions=0"
235,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=29"
236,BanglaBERT,IG,token_count_mismatch,"tokens=11, attributions=0"
237,BanglaBERT,IG,token_count_mismatch,"tokens=4, attributions=0"
238,BanglaBERT,IG,token_count_mismatch,"tokens=12, attributions=0"
238,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=12"
239,BanglaBERT,IG,token_count_mismatch,"tokens=17, attributions=0"
239,BanglaBERT,IG,unk_token,"unk_count=2, total_tokens=17"
240,BanglaBERT,IG,token_count_mismatch,"tokens=6, attributions=0"
240,BanglaBERT,IG,word_reconstruction_fail,"overlap=0.33, original_words=3, reconstructed=3"
240,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=6"
241,BanglaBERT,IG,token_count_mismatch,"tokens=77, attributions=0"
242,BanglaBERT,IG,token_count_mismatch,"tokens=25, attributions=0"
242,BanglaBERT,IG,word_reconstruction_fail,"overlap=0.31, original_words=13, reconstructed=18"
242,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=25"
243,BanglaBERT,IG,token_count_mismatch,"tokens=8, attributions=0"
244,BanglaBERT,IG,token_count_mismatch,"tokens=20, attributions=0"
244,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=20"
245,BanglaBERT,IG,token_count_mismatch,"tokens=10, attributions=0"
246,BanglaBERT,IG,token_count_mismatch,"tokens=11, attributions=0"
247,BanglaBERT,IG,token_count_mismatch,"tokens=7, attributions=0"
247,BanglaBERT,IG,unk_token,"unk_count=2, total_tokens=7"
248,BanglaBERT,IG,token_count_mismatch,"tokens=12, attributions=0"
249,BanglaBERT,IG,token_count_mismatch,"tokens=5, attributions=0"
250,BanglaBERT,IG,token_count_mismatch,"tokens=14, attributions=0"
251,BanglaBERT,IG,token_count_mismatch,"tokens=11, attributions=0"
251,BanglaBERT,IG,word_reconstruction_fail,"overlap=0.40, original_words=5, reconstructed=7"
252,BanglaBERT,IG,token_count_mismatch,"tokens=11, attributions=0"
252,BanglaBERT,IG,word_reconstruction_fail,"overlap=0.40, original_words=5, reconstructed=8"
253,BanglaBERT,IG,token_count_mismatch,"tokens=6, attributions=0"
254,BanglaBERT,IG,token_count_mismatch,"tokens=5, attributions=0"
255,BanglaBERT,IG,token_count_mismatch,"tokens=8, attributions=0"
256,BanglaBERT,IG,token_count_mismatch,"tokens=10, attributions=0"
257,BanglaBERT,IG,token_count_mismatch,"tokens=11, attributions=0"
258,BanglaBERT,IG,token_count_mismatch,"tokens=7, attributions=0"
258,BanglaBERT,IG,word_reconstruction_fail,"overlap=0.33, original_words=3, reconstructed=5"
259,BanglaBERT,IG,token_count_mismatch,"tokens=5, attributions=0"
259,BanglaBERT,IG,word_reconstruction_fail,"overlap=0.00, original_words=1, reconstructed=3"
260,BanglaBERT,IG,token_count_mismatch,"tokens=9, attributions=0"
261,BanglaBERT,IG,token_count_mismatch,"tokens=18, attributions=0"
261,BanglaBERT,IG,word_reconstruction_fail,"overlap=0.40, original_words=10, reconstructed=8"
261,BanglaBERT,IG,unk_token,"unk_count=2, total_tokens=18"
262,BanglaBERT,IG,token_count_mismatch,"tokens=14, attributions=0"
263,BanglaBERT,IG,token_count_mismatch,"tokens=9, attributions=0"
264,BanglaBERT,IG,token_count_mismatch,"tokens=25, attributions=0"
264,BanglaBERT,IG,unk_token,"unk_count=3, total_tokens=25"
265,BanglaBERT,IG,token_count_mismatch,"tokens=5, attributions=0"
265,BanglaBERT,IG,word_reconstruction_fail,"overlap=0.00, original_words=2, reconstructed=1"
265,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=5"
266,BanglaBERT,IG,token_count_mismatch,"tokens=6, attributions=0"
266,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=6"
267,BanglaBERT,IG,token_count_mismatch,"tokens=8, attributions=0"
267,BanglaBERT,IG,word_reconstruction_fail,"overlap=0.00, original_words=3, reconstructed=4"
268,BanglaBERT,IG,token_count_mismatch,"tokens=12, attributions=0"
269,BanglaBERT,IG,token_count_mismatch,"tokens=23, attributions=0"
270,BanglaBERT,IG,token_count_mismatch,"tokens=22, attributions=0"
270,BanglaBERT,IG,word_reconstruction_fail,"overlap=0.38, original_words=8, reconstructed=12"
271,BanglaBERT,IG,token_count_mismatch,"tokens=16, attributions=0"
272,BanglaBERT,IG,token_count_mismatch,"tokens=14, attributions=0"
273,BanglaBERT,IG,token_count_mismatch,"tokens=28, attributions=0"
273,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=28"
274,BanglaBERT,IG,token_count_mismatch,"tokens=18, attributions=0"
274,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=18"
275,BanglaBERT,IG,token_count_mismatch,"tokens=14, attributions=0"
276,BanglaBERT,IG,token_count_mismatch,"tokens=8, attributions=0"
277,BanglaBERT,IG,token_count_mismatch,"tokens=11, attributions=0"
278,BanglaBERT,IG,token_count_mismatch,"tokens=4, attributions=0"
279,BanglaBERT,IG,token_count_mismatch,"tokens=8, attributions=0"
280,BanglaBERT,IG,token_count_mismatch,"tokens=23, attributions=0"
281,BanglaBERT,IG,token_count_mismatch,"tokens=15, attributions=0"
282,BanglaBERT,IG,token_count_mismatch,"tokens=6, attributions=0"
282,BanglaBERT,IG,word_reconstruction_fail,"overlap=0.00, original_words=1, reconstructed=3"
283,BanglaBERT,IG,token_count_mismatch,"tokens=15, attributions=0"
284,BanglaBERT,IG,token_count_mismatch,"tokens=34, attributions=0"
284,BanglaBERT,IG,unk_token,"unk_count=3, total_tokens=34"
285,BanglaBERT,IG,token_count_mismatch,"tokens=8, attributions=0"
286,BanglaBERT,IG,token_count_mismatch,"tokens=12, attributions=0"
287,BanglaBERT,IG,token_count_mismatch,"tokens=24, attributions=0"
287,BanglaBERT,IG,unk_token,"unk_count=2, total_tokens=24"
288,BanglaBERT,IG,token_count_mismatch,"tokens=32, attributions=0"
289,BanglaBERT,IG,token_count_mismatch,"tokens=8, attributions=0"
290,BanglaBERT,IG,token_count_mismatch,"tokens=7, attributions=0"
291,BanglaBERT,IG,token_count_mismatch,"tokens=29, attributions=0"
292,BanglaBERT,IG,token_count_mismatch,"tokens=33, attributions=0"
293,BanglaBERT,IG,token_count_mismatch,"tokens=91, attributions=0"
293,BanglaBERT,IG,unk_token,"unk_count=8, total_tokens=91"
294,BanglaBERT,IG,token_count_mismatch,"tokens=21, attributions=0"
294,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=21"
295,BanglaBERT,IG,token_count_mismatch,"tokens=24, attributions=0"
296,BanglaBERT,IG,token_count_mismatch,"tokens=9, attributions=0"
297,BanglaBERT,IG,token_count_mismatch,"tokens=14, attributions=0"
298,BanglaBERT,IG,token_count_mismatch,"tokens=35, attributions=0"
298,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=35"
299,BanglaBERT,IG,token_count_mismatch,"tokens=53, attributions=0"
299,BanglaBERT,IG,unk_token,"unk_count=4, total_tokens=53"
300,BanglaBERT,IG,token_count_mismatch,"tokens=37, attributions=0"
301,BanglaBERT,IG,token_count_mismatch,"tokens=8, attributions=0"
301,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=8"
302,BanglaBERT,IG,token_count_mismatch,"tokens=17, attributions=0"
303,BanglaBERT,IG,token_count_mismatch,"tokens=18, attributions=0"
304,BanglaBERT,IG,token_count_mismatch,"tokens=11, attributions=0"
305,BanglaBERT,IG,token_count_mismatch,"tokens=10, attributions=0"
306,BanglaBERT,IG,token_count_mismatch,"tokens=7, attributions=0"
307,BanglaBERT,IG,token_count_mismatch,"tokens=41, attributions=0"
307,BanglaBERT,IG,unk_token,"unk_count=4, total_tokens=41"
308,BanglaBERT,IG,token_count_mismatch,"tokens=16, attributions=0"
308,BanglaBERT,IG,unk_token,"unk_count=2, total_tokens=16"
309,BanglaBERT,IG,token_count_mismatch,"tokens=16, attributions=0"
309,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=16"
310,BanglaBERT,IG,token_count_mismatch,"tokens=8, attributions=0"
311,BanglaBERT,IG,token_count_mismatch,"tokens=27, attributions=0"
311,BanglaBERT,IG,unk_token,"unk_count=6, total_tokens=27"
312,BanglaBERT,IG,token_count_mismatch,"tokens=24, attributions=0"
312,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=24"
313,BanglaBERT,IG,token_count_mismatch,"tokens=10, attributions=0"
313,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=10"
314,BanglaBERT,IG,token_count_mismatch,"tokens=18, attributions=0"
314,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=18"
315,BanglaBERT,IG,token_count_mismatch,"tokens=6, attributions=0"
315,BanglaBERT,IG,word_reconstruction_fail,"overlap=0.33, original_words=3, reconstructed=4"
316,BanglaBERT,IG,token_count_mismatch,"tokens=29, attributions=0"
316,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=29"
317,BanglaBERT,IG,token_count_mismatch,"tokens=7, attributions=0"
318,BanglaBERT,IG,token_count_mismatch,"tokens=79, attributions=0"
318,BanglaBERT,IG,unk_token,"unk_count=4, total_tokens=79"
319,BanglaBERT,IG,token_count_mismatch,"tokens=22, attributions=0"
319,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=22"
320,BanglaBERT,IG,token_count_mismatch,"tokens=36, attributions=0"
320,BanglaBERT,IG,unk_token,"unk_count=3, total_tokens=36"
321,BanglaBERT,IG,token_count_mismatch,"tokens=10, attributions=0"
321,BanglaBERT,IG,word_reconstruction_fail,"overlap=0.20, original_words=5, reconstructed=7"
322,BanglaBERT,IG,token_count_mismatch,"tokens=6, attributions=0"
323,BanglaBERT,IG,token_count_mismatch,"tokens=26, attributions=0"
324,BanglaBERT,IG,token_count_mismatch,"tokens=8, attributions=0"
325,BanglaBERT,IG,token_count_mismatch,"tokens=20, attributions=0"
326,BanglaBERT,IG,token_count_mismatch,"tokens=7, attributions=0"
327,BanglaBERT,IG,token_count_mismatch,"tokens=15, attributions=0"
327,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=15"
328,BanglaBERT,IG,token_count_mismatch,"tokens=43, attributions=0"
329,BanglaBERT,IG,token_count_mismatch,"tokens=9, attributions=0"
330,BanglaBERT,IG,token_count_mismatch,"tokens=11, attributions=0"
331,BanglaBERT,IG,token_count_mismatch,"tokens=10, attributions=0"
332,BanglaBERT,IG,token_count_mismatch,"tokens=10, attributions=0"
333,BanglaBERT,IG,token_count_mismatch,"tokens=9, attributions=0"
334,BanglaBERT,IG,token_count_mismatch,"tokens=37, attributions=0"
334,BanglaBERT,IG,unk_token,"unk_count=4, total_tokens=37"
335,BanglaBERT,IG,token_count_mismatch,"tokens=81, attributions=0"
335,BanglaBERT,IG,unk_token,"unk_count=6, total_tokens=81"
336,BanglaBERT,IG,token_count_mismatch,"tokens=12, attributions=0"
336,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=12"
337,BanglaBERT,IG,token_count_mismatch,"tokens=35, attributions=0"
337,BanglaBERT,IG,unk_token,"unk_count=3, total_tokens=35"
338,BanglaBERT,IG,token_count_mismatch,"tokens=9, attributions=0"
339,BanglaBERT,IG,token_count_mismatch,"tokens=22, attributions=0"
340,BanglaBERT,IG,token_count_mismatch,"tokens=16, attributions=0"
340,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=16"
341,BanglaBERT,IG,token_count_mismatch,"tokens=75, attributions=0"
341,BanglaBERT,IG,unk_token,"unk_count=8, total_tokens=75"
342,BanglaBERT,IG,token_count_mismatch,"tokens=10, attributions=0"
343,BanglaBERT,IG,token_count_mismatch,"tokens=35, attributions=0"
343,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=35"
344,BanglaBERT,IG,token_count_mismatch,"tokens=8, attributions=0"
345,BanglaBERT,IG,token_count_mismatch,"tokens=7, attributions=0"
345,BanglaBERT,IG,unk_token,"unk_count=2, total_tokens=7"
346,BanglaBERT,IG,token_count_mismatch,"tokens=18, attributions=0"
346,BanglaBERT,IG,word_reconstruction_fail,"overlap=0.43, original_words=7, reconstructed=9"
346,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=18"
347,BanglaBERT,IG,token_count_mismatch,"tokens=6, attributions=0"
348,BanglaBERT,IG,token_count_mismatch,"tokens=16, attributions=0"
348,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=16"
349,BanglaBERT,IG,token_count_mismatch,"tokens=12, attributions=0"
350,BanglaBERT,IG,token_count_mismatch,"tokens=16, attributions=0"
351,BanglaBERT,IG,token_count_mismatch,"tokens=7, attributions=0"
351,BanglaBERT,IG,word_reconstruction_fail,"overlap=0.25, original_words=4, reconstructed=2"
351,BanglaBERT,IG,unk_token,"unk_count=2, total_tokens=7"
352,BanglaBERT,IG,token_count_mismatch,"tokens=29, attributions=0"
352,BanglaBERT,IG,unk_token,"unk_count=3, total_tokens=29"
353,BanglaBERT,IG,token_count_mismatch,"tokens=11, attributions=0"
353,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=11"
354,BanglaBERT,IG,token_count_mismatch,"tokens=34, attributions=0"
355,BanglaBERT,IG,token_count_mismatch,"tokens=9, attributions=0"
355,BanglaBERT,IG,unk_token,"unk_count=2, total_tokens=9"
356,BanglaBERT,IG,token_count_mismatch,"tokens=7, attributions=0"
357,BanglaBERT,IG,token_count_mismatch,"tokens=19, attributions=0"
357,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=19"
358,BanglaBERT,IG,token_count_mismatch,"tokens=11, attributions=0"
358,BanglaBERT,IG,unk_token,"unk_count=2, total_tokens=11"
359,BanglaBERT,IG,token_count_mismatch,"tokens=23, attributions=0"
360,BanglaBERT,IG,token_count_mismatch,"tokens=8, attributions=0"
360,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=8"
361,BanglaBERT,IG,token_count_mismatch,"tokens=10, attributions=0"
361,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=10"
362,BanglaBERT,IG,token_count_mismatch,"tokens=23, attributions=0"
363,BanglaBERT,IG,token_count_mismatch,"tokens=12, attributions=0"
363,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=12"
364,BanglaBERT,IG,token_count_mismatch,"tokens=14, attributions=0"
364,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=14"
365,BanglaBERT,IG,token_count_mismatch,"tokens=22, attributions=0"
365,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=22"
366,BanglaBERT,IG,token_count_mismatch,"tokens=10, attributions=0"
367,BanglaBERT,IG,token_count_mismatch,"tokens=18, attributions=0"
368,BanglaBERT,IG,token_count_mismatch,"tokens=6, attributions=0"
368,BanglaBERT,IG,word_reconstruction_fail,"overlap=0.00, original_words=2, reconstructed=4"
369,BanglaBERT,IG,token_count_mismatch,"tokens=8, attributions=0"
369,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=8"
370,BanglaBERT,IG,token_count_mismatch,"tokens=10, attributions=0"
371,BanglaBERT,IG,token_count_mismatch,"tokens=6, attributions=0"
372,BanglaBERT,IG,token_count_mismatch,"tokens=17, attributions=0"
372,BanglaBERT,IG,word_reconstruction_fail,"overlap=0.40, original_words=10, reconstructed=9"
372,BanglaBERT,IG,unk_token,"unk_count=3, total_tokens=17"
373,BanglaBERT,IG,token_count_mismatch,"tokens=7, attributions=0"
374,BanglaBERT,IG,token_count_mismatch,"tokens=8, attributions=0"
375,BanglaBERT,IG,token_count_mismatch,"tokens=18, attributions=0"
375,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=18"
376,BanglaBERT,IG,token_count_mismatch,"tokens=7, attributions=0"
377,BanglaBERT,IG,token_count_mismatch,"tokens=7, attributions=0"
377,BanglaBERT,IG,word_reconstruction_fail,"overlap=0.25, original_words=4, reconstructed=5"
378,BanglaBERT,IG,token_count_mismatch,"tokens=8, attributions=0"
379,BanglaBERT,IG,token_count_mismatch,"tokens=4, attributions=0"
380,BanglaBERT,IG,token_count_mismatch,"tokens=11, attributions=0"
380,BanglaBERT,IG,word_reconstruction_fail,"overlap=0.33, original_words=6, reconstructed=8"
380,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=11"
381,BanglaBERT,IG,token_count_mismatch,"tokens=16, attributions=0"
381,BanglaBERT,IG,word_reconstruction_fail,"overlap=0.44, original_words=9, reconstructed=11"
382,BanglaBERT,IG,token_count_mismatch,"tokens=12, attributions=0"
383,BanglaBERT,IG,token_count_mismatch,"tokens=8, attributions=0"
384,BanglaBERT,IG,token_count_mismatch,"tokens=36, attributions=0"
384,BanglaBERT,IG,unk_token,"unk_count=3, total_tokens=36"
385,BanglaBERT,IG,token_count_mismatch,"tokens=16, attributions=0"
385,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=16"
386,BanglaBERT,IG,token_count_mismatch,"tokens=6, attributions=0"
386,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=6"
387,BanglaBERT,IG,token_count_mismatch,"tokens=15, attributions=0"
388,BanglaBERT,IG,token_count_mismatch,"tokens=5, attributions=0"
389,BanglaBERT,IG,token_count_mismatch,"tokens=10, attributions=0"
390,BanglaBERT,IG,token_count_mismatch,"tokens=11, attributions=0"
390,BanglaBERT,IG,unk_token,"unk_count=3, total_tokens=11"
391,BanglaBERT,IG,token_count_mismatch,"tokens=13, attributions=0"
392,BanglaBERT,IG,token_count_mismatch,"tokens=7, attributions=0"
393,BanglaBERT,IG,token_count_mismatch,"tokens=23, attributions=0"
393,BanglaBERT,IG,word_reconstruction_fail,"overlap=0.46, original_words=13, reconstructed=15"
393,BanglaBERT,IG,unk_token,"unk_count=3, total_tokens=23"
394,BanglaBERT,IG,token_count_mismatch,"tokens=16, attributions=0"
395,BanglaBERT,IG,token_count_mismatch,"tokens=17, attributions=0"
396,BanglaBERT,IG,token_count_mismatch,"tokens=17, attributions=0"
396,BanglaBERT,IG,unk_token,"unk_count=2, total_tokens=17"
397,BanglaBERT,IG,token_count_mismatch,"tokens=6, attributions=0"
398,BanglaBERT,IG,token_count_mismatch,"tokens=23, attributions=0"
398,BanglaBERT,IG,unk_token,"unk_count=2, total_tokens=23"
399,BanglaBERT,IG,token_count_mismatch,"tokens=13, attributions=0"
399,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=13"
400,BanglaBERT,IG,token_count_mismatch,"tokens=13, attributions=0"
400,BanglaBERT,IG,unk_token,"unk_count=2, total_tokens=13"
401,BanglaBERT,IG,token_count_mismatch,"tokens=5, attributions=0"
402,BanglaBERT,IG,token_count_mismatch,"tokens=25, attributions=0"
403,BanglaBERT,IG,token_count_mismatch,"tokens=11, attributions=0"
404,BanglaBERT,IG,token_count_mismatch,"tokens=21, attributions=0"
405,BanglaBERT,IG,token_count_mismatch,"tokens=13, attributions=0"
406,BanglaBERT,IG,token_count_mismatch,"tokens=10, attributions=0"
406,BanglaBERT,IG,word_reconstruction_fail,"overlap=0.40, original_words=5, reconstructed=7"
407,BanglaBERT,IG,token_count_mismatch,"tokens=8, attributions=0"
407,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=8"
408,BanglaBERT,IG,token_count_mismatch,"tokens=9, attributions=0"
408,BanglaBERT,IG,word_reconstruction_fail,"overlap=0.33, original_words=3, reconstructed=6"
409,BanglaBERT,IG,token_count_mismatch,"tokens=8, attributions=0"
409,BanglaBERT,IG,unk_token,"unk_count=1, total_tokens=8"
410,BanglaBERT,IG,token_count_mismatch,"tokens=5, attributions=0"
411,BanglaBERT,IG,token_count_mismatch,"tokens=9, attributions=0"
